"NCT","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT04328792","Prediction Model Based on Deep Learning of CP-EBUS Multimodal Image in the Diagnosis of Benign and Malignant Lymph Nodes; Prediction Model of CP-EBUS in the Diagnosis of Lymph Nodes","rayyan-325728942","Prediction Model Based on Deep Learning of CP-EBUS Multimodal Image in the Diagnosis of Benign and Malignant Lymph Nodes; Prediction Model of CP-EBUS in the Diagnosis of Lymph Nodes","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04339387","COVID-19 Risk Stratification; COVID-19 Risk Stratification","rayyan-325728943","COVID-19 Risk Stratification; COVID-19 Risk Stratification","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development | USER-NOTES: {""dn.borg""=>[""Internal validation.""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Internal validation.""]",2,0,0,2,0,"Include","Include"
"NCT04344327","Early Risk Stratification of Patient Hospitalized for SARS-CoV2 Infection: Critical COVID-19 France CCF; Early Risk Stratification of Patient Hospitalized for SARS-CoV2 Infection: Critical COVID-19 France CCF","rayyan-325728944","Early Risk Stratification of Patient Hospitalized for SARS-CoV2 Infection: Critical COVID-19 France CCF; Early Risk Stratification of Patient Hospitalized for SARS-CoV2 Infection: Critical COVID-19 France CCF","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04354623","Developing a Falls Prediction Tool Using Both Accelerometer and Video Gait Analysis Data in Older Adults; Developing a Falls Prediction Tool Using Both Accelerometer and Video Gait Analysis Data in Older Adults","rayyan-325728946","Developing a Falls Prediction Tool Using Both Accelerometer and Video Gait Analysis Data in Older Adults; Developing a Falls Prediction Tool Using Both Accelerometer and Video Gait Analysis Data in Older Adults","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,development | USER-NOTES: {""Nicole""=>[""could also be a reject - is being old a health condition?!""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""Nicole""=>[""could also be a reject - is being old a health condition?!""]",2,0,0,2,0,"Include","Include"
"NCT04357834","Wearable-based COVID-19 Markers for Prediction of Clinical Trajectories. The WAVE Study.; WAVE. Wearable-based COVID-19 Markers for Prediction of Clinical Trajectories","rayyan-325728947","Wearable-based COVID-19 Markers for Prediction of Clinical Trajectories. The WAVE Study.; WAVE. Wearable-based COVID-19 Markers for Prediction of Clinical Trajectories","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04371328","Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection (Unit ""COVID Possible""); Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection","rayyan-325728948","Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection (Unit COVID Possible); Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04383457","Covid-19 Triage Using Camera-based AI; Covid-19 Triage Using Camera-based AI","rayyan-325728950","Covid-19 Triage Using Camera-based AI; Covid-19 Triage Using Camera-based AI","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04395066","Molecular Diagnosis and Prognosis of Severe Pulmonary Infection in Immunosuppressed Hosts; Molecular Diagnosis and Prognosis of Severe Pulmonary Infection Immunosuppressed Hosts","rayyan-325728952","Molecular Diagnosis and Prognosis of Severe Pulmonary Infection in Immunosuppressed Hosts; Molecular Diagnosis and Prognosis of Severe Pulmonary Infection Immunosuppressed Hosts","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04407039","Establishment and Evaluation of Multimodal Image Recognition System of Glioma Based on Deep Learning; Establishment and Evaluation of Multimodal Image Recognition System of Glioma Based on Deep Learning","rayyan-325728956","Establishment and Evaluation of Multimodal Image Recognition System of Glioma Based on Deep Learning; Establishment and Evaluation of Multimodal Image Recognition System of Glioma Based on Deep Learning","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04407585","Validation of Machine Learning (ML) Models as Diagnostic Tools to Predict Infection With SARS-CoV-2; Testing the Accuracy of a Digital Test to Diagnose Covid-19","rayyan-325728958","Validation of Machine Learning (ML) Models as Diagnostic Tools to Predict Infection With SARS-CoV-2; Testing the Accuracy of a Digital Test to Diagnose Covid-19","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04410848","Symbolic Regression Model To Predict Choledocholithiasis: Prospective Validation; Symbolic Regression Model To Predict Choledocholithiasis","rayyan-325728959","Symbolic Regression Model To Predict Choledocholithiasis: Prospective Validation; Symbolic Regression Model To Predict Choledocholithiasis","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Validation,diagnostic,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04413370","The Development of Artificial Intelligence Dry Eye Screening and Referral System; Dry Eye Screening and Referral System","rayyan-325728960","The Development of Artificial Intelligence Dry Eye Screening and Referral System; Dry Eye Screening and Referral System","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04416776","Validation of the Utility of Strabismus Intelligent Diagnostic System: A Clinical Trial; Validation of the Utility of Strabismus Intelligent Diagnostic System","rayyan-325728962","Validation of the Utility of Strabismus Intelligent Diagnostic System: A Clinical Trial; Validation of the Utility of Strabismus Intelligent Diagnostic System","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Not enough info.""]}","""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Not enough info.""]",1,0,1,1,1,"Include","Include"
"NCT04419545","Covid Radiographic Images Data-set for A.I; Covid Radiographic Images Data-set for A.I","rayyan-325728963","Covid Radiographic Images Data-set for A.I; Covid Radiographic Images Data-set for A.I","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04424030","International Consortium for Multimodality Phenotyping in Adults With Non-compaction; International Consortium for Multimodality Phenotyping in Adults With Non-compaction","rayyan-325728964","International Consortium for Multimodality Phenotyping in Adults With Non-compaction; International Consortium for Multimodality Phenotyping in Adults With Non-compaction","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Diagnostic,validation,Development,development | USER-NOTES: {""dn.borg""=>[""Not sure about validation. \""in a subset of patients...\""""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Not sure about validation. \""in a subset of patients...\""""]",2,0,0,2,0,"Include","Include"
"NCT04430400","Integration of Pre-test PRObability; Focused Cardiac UltrasouNd and D-dimer for Diagnosis of acUte Aortic Syndromes; Pre-test Probability; FOCUS and D-dimer for Acute Aortic Syndromes","rayyan-325728965","Integration of Pre-test PRObability; Focused Cardiac UltrasouNd and D-dimer for Diagnosis of acUte Aortic Syndromes; Pre-test Probability; FOCUS and D-dimer for Acute Aortic Syndromes","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04430491","Multi-center Validation of a Radiomics Based Model for the Diagnosis of Idiopathic Pulmonary Fibrosis; To Evaluate the Use of Radiomics to Classify Between Idiopathic Pulmonary Fibrosis and Interstitial Lung Disease","rayyan-325728966","Multi-center Validation of a Radiomics Based Model for the Diagnosis of Idiopathic Pulmonary Fibrosis; To Evaluate the Use of Radiomics to Classify Between Idiopathic Pulmonary Fibrosis and Interstitial Lung Disease","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,validation | USER-NOTES: {""dn.borg""=>[""Not enough info.""]}","""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Not enough info.""]",1,0,1,1,1,"Include","Include"
"NCT04434898","The Assessment of the Diagnosis and Prognosis of Patients With Alzheimer Disease or Parkinson Disease With Cognitive Impairment by Using Diffusion MRI; The Assessment of the Diagnosis and Prognosis of Patients With Alzheimer Disease or Parkinson Disease With Cognitive Impairment by Using Diffusion MRI","rayyan-325728967","The Assessment of the Diagnosis and Prognosis of Patients With Alzheimer Disease or Parkinson Disease With Cognitive Impairment by Using Diffusion MRI; The Assessment of the Diagnosis and Prognosis of Patients With Alzheimer Disease or Parkinson Disease With Cognitive Impairment by Using Diffusion MRI","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,prognosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04441372","Prognostication of Oxygen Requirement in Non-severe SARS-CoV-2 Infection; Prognostication of Oxygen Requirement in Non-severe SARS-CoV-2 Infection","rayyan-325728968","Prognostication of Oxygen Requirement in Non-severe SARS-CoV-2 Infection; Prognostication of Oxygen Requirement in Non-severe SARS-CoV-2 Infection","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04441710","Caregiver Serological Monitoring Extended Secondarily to Patients With the SARS-CoV-2 Coronavirus; Caregiver Serological Monitoring Extended Secondarily to Patients With the SARS-CoV-2 Coronavirus","rayyan-325728969","Caregiver Serological Monitoring Extended Secondarily to Patients With the SARS-CoV-2 Coronavirus; Caregiver Serological Monitoring Extended Secondarily to Patients With the SARS-CoV-2 Coronavirus","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04442425","A Feasibility Study Investigating the Use of Machine Learning to Analyze Facial Imaging; Voice and Spoken Language for the Capture and Classification of Cancer/Tumor Pain; Machine Learning to Analyze Facial Imaging; Voice and Spoken Language for the Capture and Classification of Cancer/Tumor Pain","rayyan-325728970","A Feasibility Study Investigating the Use of Machine Learning to Analyze Facial Imaging; Voice and Spoken Language for the Capture and Classification of Cancer/Tumor Pain; Machine Learning to Analyze Facial Imaging; Voice and Spoken Language for the Capture and Classification of Cancer/Tumor Pain","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04445012","Cardiovascular Acoustics and an Intelligent Stethoscope. An Observational Study to Collect Heart Sound Recordings From Patients to Understand the Acoustic Characteristics of Murmurs and Develop an Artificially Intelligent Stethoscope.; Cardiovascular Acoustics and an Intelligent Stethoscope","rayyan-325728971","Cardiovascular Acoustics and an Intelligent Stethoscope. An Observational Study to Collect Heart Sound Recordings From Patients to Understand the Acoustic Characteristics of Murmurs and Develop an Artificially Intelligent Stethoscope.; Cardiovascular Acoustics and an Intelligent Stethoscope","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04454190","Development and Validation of a Model to Predict Fast Progression in Glaucoma; Development and Validation of a Model to Predict Fast Progression in Glaucoma","rayyan-325728972","Development and Validation of a Model to Predict Fast Progression in Glaucoma; Development and Validation of a Model to Predict Fast Progression in Glaucoma","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04455568","Establish a Telecare Model of Acute Coronary Syndrome Patient With Heart Stent Implantation by a Non-invasive Wearable Device and Artificial Intelligence Cloud System to Heart Failure Monitoring and Reducing Medical Adverse Events.; Establish a Telecare Model of Acute Coronary Syndrome Patient With Heart Stent Implantation by a Non-invasive Wearable Device and Artificial Intelligence Cloud to Reducing Medical Adverse Events.","rayyan-325728973","Establish a Telecare Model of Acute Coronary Syndrome Patient With Heart Stent Implantation by a Non-invasive Wearable Device and Artificial Intelligence Cloud System to Heart Failure Monitoring and Reducing Medical Adverse Events.; Establish a Telecare Model of Acute Coronary Syndrome Patient With Heart Stent Implantation by a Non-invasive Wearable Device and Artificial Intelligence Cloud to Reducing Medical Adverse Events.","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
