"key","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT03847285","Immune Function as Predictor of Infectious Complications and Clinical Outcome in Patients Undergoing Solid Organ Transplantation: A Prospective Non-interventional Observational Trial; Immune Function as Predictor of Infectious Complications and Clinical Outcome in Patients Undergoing Solid Organ Transplantation","rayyan-325728822","Immune Function as Predictor of Infectious Complications and Clinical Outcome in Patients Undergoing Solid Organ Transplantation: A Prospective Non-interventional Observational Trial; Immune Function as Predictor of Infectious Complications and Clinical Outcome in Patients Undergoing Solid Organ Transplantation","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03855436","Identify Intermediate Coronary Lesions at High Risk of Progression-Study Design and Protocol of a Prospective Observational Study; Risk Factors of Intermediate Coronary Lesion Progression","rayyan-325728823","Identify Intermediate Coronary Lesions at High Risk of Progression-Study Design and Protocol of a Prospective Observational Study; Risk Factors of Intermediate Coronary Lesion Progression","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development | USER-NOTES: {""dn.borg""=>[""No mention of validation specifics.""]}","""Rex""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""No mention of validation specifics.""]",2,0,0,2,0,"Include","Include"
"NCT03868046","Prediction of Immune-related Adverse Events Induced by Anti-CTLA4 and Anti-PD1/PDL1 Drugs by Means of a Battery of Autoantibodies. A Multicenter Prospective Observational Cohort Study; Autoantibodies in Treatment With Immune Checkpoint Inhibitors (AUTENTIC)","rayyan-325728824","Prediction of Immune-related Adverse Events Induced by Anti-CTLA4 and Anti-PD1/PDL1 Drugs by Means of a Battery of Autoantibodies. A Multicenter Prospective Observational Cohort Study; Autoantibodies in Treatment With Immune Checkpoint Inhibitors (AUTENTIC)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Maybe"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""Rex""=>""Maybe"", ""dn.borg""=>""Included""",2,0,1,2,0,"Include","Include"
"NCT03877614","Application of Artificial Intelligence Deep Learning to the Correlation Between Cardiovascular Disease and Individualized Differences; Artificial Intelligence With Deep Learning and Genes on Cardiovascular Disease","rayyan-325728825","Application of Artificial Intelligence Deep Learning to the Correlation Between Cardiovascular Disease and Individualized Differences; Artificial Intelligence With Deep Learning and Genes on Cardiovascular Disease","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""Association study. Becomes a bit unclear in the last sentence but i think exclude.""]}","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""Association study. Becomes a bit unclear in the last sentence but i think exclude.""]",0,2,0,2,0,"Exclude","Exclude"
"NCT03883568","A 2-year Multicentre; EU; Exploratory Study Without Therapeutic Benefit in Patients With Knee Osteoarthritis to Describe; Validate; and Predict Phenotypes of Knee Osteoarthritis by Use of Clinical; Imaging; and Biochemical (Bio)Markers.; A 2-year; European Multicentre Study to Describe; Validate; and Predict Phenotypes of Knee Osteoarthritis","rayyan-325728826","A 2-year Multicentre; EU; Exploratory Study Without Therapeutic Benefit in Patients With Knee Osteoarthritis to Describe; Validate; and Predict Phenotypes of Knee Osteoarthritis by Use of Clinical; Imaging; and Biochemical (Bio)Markers.; A 2-year; European Multicentre Study to Describe; Validate; and Predict Phenotypes of Knee Osteoarthritis","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03887598","A Multi-center Study of Differential Diagnosis Breast Nodules by Ultrasound Artificial Intelligence and Ultrasound Elastography; Application of Ultrasound Artificial Intelligence and Elastography in Differential Diagnosis of Breast Nodules","rayyan-325728827","A Multi-center Study of Differential Diagnosis Breast Nodules by Ultrasound Artificial Intelligence and Ultrasound Elastography; Application of Ultrasound Artificial Intelligence and Elastography in Differential Diagnosis of Breast Nodules","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,validation | USER-NOTES: {""Nicole""=>[""DECISION: INCLUDE""]}","""Rex""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03887611","A Multi-center Study of Differential Diagnosis Thyroid Nodules by Ultrasound Artificial Intelligence and Ultrasound Elastography; Application of Ultrasound Artificial Intelligence and Elastography in Differential Diagnosis of Thyroid Nodules","rayyan-325728828","A Multi-center Study of Differential Diagnosis Thyroid Nodules by Ultrasound Artificial Intelligence and Ultrasound Elastography; Application of Ultrasound Artificial Intelligence and Elastography in Differential Diagnosis of Thyroid Nodules","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | USER-NOTES: {""dn.borg""=>[""This one seems very similar (near identical) to ID 325728827.""]}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""This one seems very similar (near identical) to ID 325728827.""]",0,2,1,2,0,"Exclude","Exclude"
"NCT03894878","Association Between Risk Scores for Genetic Variants and Percentage of Time in Therapeutic Range for Participants With Atrial Fibrillation; Deep Vein Thrombosis; and/or Intracardiac Thrombosis Taking Warfarin; Association Between Genetic Variant Scores and Warfarin Effect","rayyan-325728829","Association Between Risk Scores for Genetic Variants and Percentage of Time in Therapeutic Range for Participants With Atrial Fibrillation; Deep Vein Thrombosis; and/or Intracardiac Thrombosis Taking Warfarin; Association Between Genetic Variant Scores and Warfarin Effect","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03899623","Multi-modal Imaging and Artificial Intelligence Diagnostic System for Multi-level Clinical Application; Multi-modal Imaging and Artificial Intelligence Diagnostic System for Multi-level Clinical Application","rayyan-325728830","Multi-modal Imaging and Artificial Intelligence Diagnostic System for Multi-level Clinical Application; Multi-modal Imaging and Artificial Intelligence Diagnostic System for Multi-level Clinical Application","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Limited info.""]",2,0,1,2,0,"Include","Include"
"NCT03901248","Study of Association of Salivary Adipokines With Prediabetes and Type 2 Diabetes Mellitus; Study of Association of Salivary Adipokines With Prediabetes and Type 2 Diabetes Mellitus","rayyan-325728831","Study of Association of Salivary Adipokines With Prediabetes and Type 2 Diabetes Mellitus; Study of Association of Salivary Adipokines With Prediabetes and Type 2 Diabetes Mellitus","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03901664","Lymphocyte Sub-populations and Auto Immune Diseases : What Type of Profile ? (SPLIT); Lymphocyte Sub-populations and Auto Immune Diseases","rayyan-325728832","Lymphocyte Sub-populations and Auto Immune Diseases : What Type of Profile ? (SPLIT); Lymphocyte Sub-populations and Auto Immune Diseases","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: diagnosis,development | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""I don't think there is enough info here""], ""Nicole""=>[""DECISION: EXCLUDE""]}","""Rex""=>""Included"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""I don't think there is enough info here""], ""Nicole""=>[""DECISION: EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03903042","Comparison of Aurora Fundus Camera With Traditional Fundus Camera in Diabetic Retinopathy With Phoebus Visual Artificial Intelligence; Comparison of Aurora Fundus Camera With Traditional Camera in Diabetic Retinopathy With Visual Artificial Intelligence","rayyan-325728833","Comparison of Aurora Fundus Camera With Traditional Fundus Camera in Diabetic Retinopathy With Phoebus Visual Artificial Intelligence; Comparison of Aurora Fundus Camera With Traditional Camera in Diabetic Retinopathy With Visual Artificial Intelligence","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: diagnosis,validation | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Nicole""=>[""DECISION: EXCLUDE""]}","""Rex""=>""Included"", ""dn.borg""=>""Excluded"", ""Nicole""=>[""DECISION: EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03905629","Validation of the Hospital Frailty Risk Score in Combination With Charlson/Elixhauser Comorbidity Coding Algorithms on French Hospital Databases; Validation of the Hospital Frailty Score in France","rayyan-325728834","Validation of the Hospital Frailty Risk Score in Combination With Charlson/Elixhauser Comorbidity Coding Algorithms on French Hospital Databases; Validation of the Hospital Frailty Score in France","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Validation,validation","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03905668","Title:Intelligent ICU of the Future -Subtitle 1: Autonomous Pain Recognition in Non-Verbal and Critically Ill Patients -Subtitle 2: Fundamental Intelligent Building Blocks of the Intensive Care Unit (ICU) of the Future -Subtitle 3: Intelligent Intensive Care Unit (I2CU): Pervasive Sensing and Artificial Intelligence for Augmented Clinical Decision-making -Subtitle 4: ADAPT: Autonomous Delirium Monitoring and Adaptive Prevention; Intelligent ICU of the Future","rayyan-325728835","Title:Intelligent ICU of the Future -Subtitle 1: Autonomous Pain Recognition in Non-Verbal and Critically Ill Patients -Subtitle 2: Fundamental Intelligent Building Blocks of the Intensive Care Unit (ICU) of the Future -Subtitle 3: Intelligent Intensive Care Unit (I2CU): Pervasive Sensing and Artificial Intelligence for Augmented Clinical Decision-making -Subtitle 4: ADAPT: Autonomous Delirium Monitoring and Adaptive Prevention; Intelligent ICU of the Future","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""Nicole""=>[""wrong outcome"", ""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""wrong outcome"", ""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03907631","Elevate ASUC - Evaluating Clinical and Endoscopic Variables in Assessment; Treatment and Outcome Endpoints in Acute Severe Ulcerative Colitis; Multi-centre Acute Severe Ulcerative Colitis Prospective Cohort Study (Elevate ASUC)","rayyan-325728836","Elevate ASUC - Evaluating Clinical and Endoscopic Variables in Assessment; Treatment and Outcome Endpoints in Acute Severe Ulcerative Colitis; Multi-centre Acute Severe Ulcerative Colitis Prospective Cohort Study (Elevate ASUC)","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development | USER-NOTES: {""Nicole""=>[""wording implies focus of developing the database. model development as future work"", ""DECISION: EXCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""wording implies focus of developing the database. model development as future work"", ""DECISION: EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT03911297","Dissecting Androgen Excess and Metabolic Dysfunction for an Integrated Systems Approach to Polycystic Ovary Syndrome Through the Assessment of Detailed Phenome and Metabolome Data; DAISy-PCOS Phenome Study - Dissecting Androgen Excess and Metabolic Dysfunction in Polycystic Ovary Syndrome","rayyan-325728837","Dissecting Androgen Excess and Metabolic Dysfunction for an Integrated Systems Approach to Polycystic Ovary Syndrome Through the Assessment of Detailed Phenome and Metabolome Data; DAISy-PCOS Phenome Study - Dissecting Androgen Excess and Metabolic Dysfunction in Polycystic Ovary Syndrome","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03915925","Short-term Clinical Deterioration After Acute Pulmonary Embolism; Short-term Clinical Deterioration After Acute Pulmonary Embolism","rayyan-325728838","Short-term Clinical Deterioration After Acute Pulmonary Embolism; Short-term Clinical Deterioration After Acute Pulmonary Embolism","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03917992","The Baseline Features and CHA2DS2 VASc /HAS BLED Scores of Jordanian Patients With Atrial Fibrillation and the One Year Outcome; The Jordan Atrial Fibrillation Study: Baseline Risk Scores and One Year Outcome","rayyan-325728839","The Baseline Features and CHA2DS2 VASc /HAS BLED Scores of Jordanian Patients With Atrial Fibrillation and the One Year Outcome; The Jordan Atrial Fibrillation Study: Baseline Risk Scores and One Year Outcome","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03921242","Comparative Effectiveness of Metformin for Type 2 Diabetes With Chronic Kidney Disease; Comparative Effectiveness of Metformin for Type 2 Diabetes With Chronic Kidney Disease","rayyan-325728840","Comparative Effectiveness of Metformin for Type 2 Diabetes With Chronic Kidney Disease; Comparative Effectiveness of Metformin for Type 2 Diabetes With Chronic Kidney Disease","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Nicole""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03921697","Parkinson App SmarTphone Aimed to Improve Walking Ability and Reduce Fall (P.A.S.T.A.); Improving Walking Ability in Parkinson Disease","rayyan-325728841","Parkinson App SmarTphone Aimed to Improve Walking Ability and Reduce Fall (P.A.S.T.A.); Improving Walking Ability in Parkinson Disease","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03925506","Identification of Predictive Factors of Inadequate Bowel Preparation in Inpatients. The Quality-In-Patients Study (QIPS); Predictive Factors of Inadequate Bowel Preparation in Inpatients","rayyan-325728842","Identification of Predictive Factors of Inadequate Bowel Preparation in Inpatients. The Quality-In-Patients Study (QIPS); Predictive Factors of Inadequate Bowel Preparation in Inpatients","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | USER-NOTES: {""Nicole""=>[""wrong outcome"", ""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""wrong outcome"", ""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
