,NCT,PMID,title,prob_adj,match,protocol,biomarker,mutivariable,other
1326,NCT01079728,30318296,"Pulse rate variability predicts atrial fibrillation and cerebrovascular events in a large, population-based cohort.",0.141625799,,,,,
1327,NCT01079728,31609771,Preoperative Diaphragm Function Is Associated With Postoperative Pulmonary Complications After Cardiac Surgery.,0.141021723,,,,,
1328,NCT01079728,26341440,Is Two Really Better Than One? Examining the Superiority of Dual Modality Neurophysiological Monitoring During Carotid Endarterectomy: A Meta-Analysis.,0.14037484,,,,,
1329,NCT01079728,29967014,High Neutrophil-to-Lymphocyte Ratio Predicts Stroke-Associated Pneumonia.,0.138954877,,,,,
1330,NCT01079728,32847948,Association of initial imaging modality and futile recanalization after thrombectomy.,0.135288842,,,,,
1331,NCT01079728,33764608,Use of ADAM-C and CHA2DS2-VASc scores to predict complex aortic atheroma after brain ischemia: A prospective observational study.,0.134718326,,,,,
1332,NCT01079728,22185643,Computational fluid dynamics analysis of surgical adjustment of left ventricular assist device implantation to minimise stroke risk.,0.124567506,,,,,
1333,NCT01079728,25850603,Validation of a System to Predict Recanalization After Endovascular Treatment of Intracranial Aneurysms.,0.124026323,,,,,
1334,NCT01079728,32986248,Risk factors for mortality among patients with SARS-CoV-2 infection: A longitudinal observational study.,0.119422807,,,,,
1335,NCT01079728,27881568,Incident Type 2 Myocardial Infarction in a Cohort of Patients Undergoing Coronary or Peripheral Arterial Angiography.,0.119352569,,,,,
1336,NCT01079728,28835580,Epoxyeicosatrienoic Acids are Mediated by EPHX2 Variants and may be a Predictor of Early Neurological Deterioration in Acute Minor Ischemic Stroke.,0.116589912,,,,,
1337,NCT01079728,23812184,Impact of aortic valve replacement on outcome of symptomatic patients with severe aortic stenosis with low gradient and preserved left ventricular ejection fraction.,0.116024073,,,,,
1338,NCT01079728,26765425,Predicting Hemorrhagic Transformation of Acute Ischemic Stroke: Prospective Validation of the HeRS Score.,0.110177207,,,,,
1339,NCT01079728,23887836,Prognostic evaluation based on cortical vein score difference in stroke.,0.106172929,,,,,
1340,NCT01079728,34886963,Microcirculatory Resistance Predicts Allograft Rejection and Cardiac Events After Heart Transplantation.,0.103984264,,,,,
1341,NCT01079728,23001769,"Relationship between temperature, hematoma growth, and functional outcome after intracerebral hemorrhage.",0.099772087,,,,,
1342,NCT01079728,28270030,Mean platelet volume/platelet count ratio as a predictor of 90-day outcome in large artery atherosclerosis stroke patients.,0.096068342,,,,,
1343,NCT01079728,25299226,External validation of the A2DS2 score to predict stroke-associated pneumonia in a Chinese population: a prospective cohort study.,0.092738356,,,,,
1344,NCT01079728,33242715,Multiple biomarkers covering several pathways for the prediction of depression after ischemic stroke.,0.0914762,,,,,
1345,NCT01079728,24211696,One-year all-cause mortality after stroke: a prediction model.,0.091443322,,,,,
1346,NCT01079728,23973514,Reasons for readmission after carotid endarterectomy.,0.090794418,,,,,
1347,NCT01079728,28117261,Prediction of favorable outcome by percent improvement in patients with acute ischemic stroke treated with endovascular stent thrombectomy.,0.090719414,,,,,
1348,NCT01079728,32701421,"Relationship between ischemic stroke locations, etiology subtypes, neurological outcomes, and autonomic cardiac function.",0.087383003,,,,,
1349,NCT01079728,25062860,Optimising mobility outcome measures in Huntington's disease.,0.087010573,,,,,
1350,NCT01079728,34541886,Cytotoxic Edema Associated with Hemorrhage Predicts Poor Outcome after Traumatic Brain Injury.,0.086879598,,,,,
1351,NCT01079728,23724983,Time course of recovery following poor-grade SAH: the incidence of delayed improvement and implications for SAH outcome study design.,0.086399648,,,,,
1352,NCT01079728,31910437,Development and validation of a prognostic model predicting symptomatic hemorrhagic transformation in acute ischemic stroke at scale in the OHDSI network.,0.086148396,,,,,
1353,NCT01079728,23160876,Final infarct volume is a stronger predictor of outcome than recanalization in patients with proximal middle cerebral artery occlusion treated with endovascular therapy.,0.086094803,,,,,
1354,NCT01079728,34992150,Neuraxial and general anesthesia for outpatient total joint arthroplasty result in similarly low rates of major perioperative complications: a multicentered cohort study.,0.08453414,,,,,
1355,NCT01079728,26447761,Reliability of Two Diameters Method in Determining Acute Infarct Size. Validation as New Imaging Biomarker.,0.083429392,,,,,
1356,NCT01079728,20482604,"Risk factors, etiology, and outcome of first-ever ischemic stroke in young adults aged 15 to 45 - the Athens young stroke registry.",0.083243458,,,,,
1357,NCT01079728,26410209,Discharge destination after acute hospitalization strongly predicts three month disability outcome in ischemic stroke.,0.081876392,,,,,
1358,NCT01079728,24780896,Motor cortex stimulation for neuropathic pain syndromes: a case series experience.,0.081654372,,,,,
1359,NCT01079728,23716707,Reperfusion is a stronger predictor of good clinical outcome than recanalization in ischemic stroke.,0.080785784,,,,,
1360,NCT01079728,29991047,U-Shaped Relationship Between Functional Outcome and Serum Uric Acid in Ischemic Stroke.,0.080215172,,,,,
1361,NCT01079728,24150192,Stroke volume variation in hepatic resection: a replacement for standard central venous pressure monitoring.,0.079754424,,,,,
1362,NCT01079728,30622509,Protocol for MAAESTRO: Electronic Monitoring and Improvement of Adherence to Direct Oral Anticoagulant Treatment-A Randomized Crossover Study of an Educational and Reminder-Based Intervention in Ischemic STROke Patients Under Polypharmacy.,0.078949071,,,,,
1363,NCT01079728,19556026,A multicenter evaluation of the ABCD2 score's accuracy for predicting early ischemic stroke in admitted patients with transient ischemic attack.,0.078249606,,,,,
1364,NCT01079728,24975168,Prediction of recanalization in acute stroke patients receiving intravenous and endovascular revascularization therapy.,0.077521693,,,,,
1365,NCT01079728,22583852,Analysis of Florida and New York state hospital discharges suggests that carotid stenting in symptomatic women is associated with significant increase in mortality and perioperative morbidity compared with carotid endarterectomy.,0.077069285,,,,,
1366,NCT01079728,32710767,Assessment of the Subarachnoid Hemorrhage International Trialists (SAHIT) Models for Dichotomized Long-Term Functional Outcome Prediction After Aneurysmal Subarachnoid Hemorrhage in a United Kingdom Multicenter Cohort Study.,0.077013235,,,,,
1367,NCT01079728,32083963,A NAC nomogram to predict the probability of three-month unfavorable outcome in Chinese acute ischemic stroke patients treated with mechanical thrombectomy.,0.076866988,,,,,
1368,NCT01079728,24482782,The NIHSS Score and its Components can Predict Cortical Stroke.,0.076563378,,,,,
1369,NCT01079728,33324894,Outcome evaluation by patient reported outcome measures in stroke clinical practice (EPOS) protocol for a prospective observation and implementation study.,0.076283367,,,,,
1370,NCT01079728,33598562,Early detection of small volume stroke and thromboembolic sources with computed tomography: Rationale and design of the ENCLOSE study.,0.075797979,,,,,
1371,NCT01079728,28275197,Relationship Between Changes in the Temporal Dynamics of the Blood-Oxygen-Level-Dependent Signal and Hypoperfusion in Acute Ischemic Stroke.,0.075612848,,,,,
1372,NCT01079728,35078796,Utility of severity assessment tools in COVID-19 pneumonia: a multicentre observational study.,0.075488163,,,,,
1373,NCT01079728,26750575,"Recurrent Stroke, Myocardial Infarction, and Major Vascular Events during the First Year after Acute Ischemic Stroke: The Multicenter Prospective Observational Study about Recurrence and Its Determinants after Acute Ischemic Stroke I.",0.075270495,,,,,
1374,NCT01079728,24357462,Tracheostomy in stroke patients.,0.074513365,,,,,
1375,NCT01079728,26796055,The Ischemic Stroke Predictive Risk Score Predicts Early Neurological Deterioration.,0.074419632,,,,,
1376,NCT01079728,23979657,The baseline NIHSS score in female and male patients and short-time outcome: a study in young ischemic stroke.,0.072919624,,,,,
1377,NCT01079728,34880725,N-Terminal Pro-brain Natriuretic Peptide Is Associated With Hemorrhagic Transformation and Poor Outcomes in Patients With Stroke Treated With Intravenous Thrombolysis.,0.072435867,,,,,
1378,NCT01079728,25056581,Peripheral pulse measurement after ischemic stroke: A feasibility study.,0.071627101,,,,,
1379,NCT01079728,35022026,A prediction rule for severe adverse events in all inpatients with community-acquired pneumonia: a multicenter observational study.,0.071104657,,,,,
1380,NCT01079728,32833857,Multivariable haemodynamic approach to predict the fluid challenge response: A multicentre cohort study.,0.069124272,,,,,
1381,NCT01079728,32381036,Association of intraoperative hyperglycemia and postoperative outcomes in patients undergoing non-cardiac surgery: a multicenter retrospective study.,0.067054522,,,,,
1382,NCT01079728,29130956,Ischemic Stroke: Histological Thrombus Composition and Pre-Interventional CT Attenuation Are Associated with Intervention Time and Rate of Secondary Embolism.,0.066001511,,,,,
1383,NCT01079728,23839704,Outcomes in severe middle cerebral artery ischemic stroke.,0.065474114,,,,,
1384,NCT01079728,32151235,"Calculation of Prognostic Scores, Using Delayed Imaging, Outperforms Baseline Assessments in Acute Intracerebral Hemorrhage.",0.064712045,,,,,
1385,NCT01079728,28665171,Infarct volume predicts outcome after decompressive hemicraniectomy for malignant hemispheric stroke.,0.063936093,,,,,
1386,NCT01079728,27555819,Association between hs-CRP Levels and the Outcomes of Patients with Small-Artery Occlusion.,0.063648116,,,,,
1387,NCT01079728,26231256,Natural course of total mismatch and predictors for tissue infarction.,0.06349633,,,,,
1388,NCT01079728,21415399,Pretreatment diffusion-weighted imaging lesion volume predicts favorable outcome after intravenous thrombolysis with tissue-type plasminogen activator in acute ischemic stroke.,0.062640913,,,,,
1389,NCT01079728,29483010,Modified CHADS2 and CHA2DS2-VASc scores to predict atrial fibrillation in acute ischemic stroke patients.,0.061932042,,,,,
1390,NCT01079728,22475841,"Atrial fibrillation management, outcomes and predictors of stable disease in daily practice: prospective non-interventional study.",0.061834718,,,,,
1391,NCT01079728,24357040,Imaging predictors of outcome following intravenous thrombolysis in acute stroke.,0.061021482,,,,,
1392,NCT01079728,26233188,CT perfusion analysis by nonlinear regression for predicting hemorrhagic transformation in ischemic stroke.,0.060635549,,,,,
1393,NCT01079728,33502665,Endovascular treatment of acute ischemic stroke due to tandem lesions of the anterior cerebral circulation: a multicentric Italian observational study.,0.060007201,,,,,
1394,NCT01079728,28943281,Predictors of Prolonged Hospitalizations in Pediatric Complicated Pneumonia.,0.059865565,,,,,
1395,NCT01079728,31851731,Nutritional risk in major abdominal surgery: NURIMAS Liver (DRKS00010923) - protocol of a prospective observational trial to evaluate the prognostic value of different nutritional scores in hepatic surgery.,0.059529042,,,,,
1396,NCT01079728,34494212,Midline Shift Greater than 3 mm Independently Predicts Outcome After Ischemic Stroke.,0.05943665,,,,,
1397,NCT01079728,28431475,Validation of the Essen Stroke Risk Score in different subtypes of ischemic stroke.,0.05941201,,,,,
1398,NCT01079728,30466477,Prognostic value of computed tomography score in patients after extracorporeal cardiopulmonary resuscitation.,0.059326197,,,,,
1399,NCT01079728,32991472,Nomogram to predict risk for early ischemic stroke by non-invasive method.,0.05893522,,,,,
1400,NCT01079728,25285077,Pediatric stroke and transcranial direct current stimulation: methods for rational individualized dose optimization.,0.058921125,,,,,
1401,NCT01079728,32124208,Can echocardiography improve the prediction of thromboembolic risk in atrial fibrillation? Evidences and perspectives.,0.058879277,,,,,
1402,NCT01079728,31253199,Preoperative malnutrition with mild hypoalbuminemia associated with postoperative mortality and morbidity of colorectal cancer: a propensity score matching study.,0.058628111,,,,,
1403,NCT01079728,26044962,Thrombectomy in patients ineligible for iv tPA (THRILL).,0.058606073,,,,,
1404,NCT01079728,23898344,Predicting patient-reported stroke outcomes: a validation of the six simple variable prognostic model.,0.058595494,,,,,
